run_label,path,sha256
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m010,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m010/analysis_stage0_v2/fixed_bin_distributions.npz,425935674c2d9534cfe90ffeb2f39eea3a8050a21f2734990edd6e021a2d202a
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m011,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m011/analysis_stage0_v2/fixed_bin_distributions.npz,f4a7cd1f6cc8fbc1740b8e4c756eb4462ef69685a075e443d8619cd556384f30
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m012,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m012/analysis_stage0_v2/fixed_bin_distributions.npz,d7eeff6b942fc10807ac43b2d2b2fa2cd39bdab267c3bcc3f56592aec6d0693f
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m013,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m013/analysis_stage0_v2/fixed_bin_distributions.npz,6829ddbb54757d0cf6c025d46985fad77af3ae2e4ed15a612f21a9ca64b7ff91
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m014,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m014/analysis_stage0_v2/fixed_bin_distributions.npz,d71312c37466b4e290d86f2f3eb300f372542b23706cb1077e62ddbaeee89529
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m015,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m015/analysis_stage0_v2/fixed_bin_distributions.npz,656774143fb97f601817504e478a7cb1213024176945b632311600d48e05a6a4
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m016,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m016/analysis_stage0_v2/fixed_bin_distributions.npz,5e91ba44f64710fe0c4b6d9e6316711d6823e40afac9c9ae44ba223f997a4a30
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m017,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m017/analysis_stage0_v2/fixed_bin_distributions.npz,d72966daeab54843e43fabda6719c6c62e38b69547b5ba5df71c39929c491afd
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m018,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m018/analysis_stage0_v2/fixed_bin_distributions.npz,5e26b68483e565ac8227356bb207558b73dfc852e4379c07cc47c318466a66a9
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m019,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m019/analysis_stage0_v2/fixed_bin_distributions.npz,640ee81dea0da1e6813606f8f781716d5d46aa8ec81fa4076a2eb09b5197c756
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m020,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m020/analysis_stage0_v2/fixed_bin_distributions.npz,bc79f6fc093932973394a3e1371b2f109a6ed944610bf049ef5ea5534ddcd744
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m021,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m021/analysis_stage0_v2/fixed_bin_distributions.npz,8ed3f643d97b9b2263dcd16e657a61325abcf9d41681aa1527831e4e6ef3b288
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m022,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m022/analysis_stage0_v2/fixed_bin_distributions.npz,a03014823866aa2bfcc043527b617c28b6b35ae21d66467e7e85eababa59dc17
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m023,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m023/analysis_stage0_v2/fixed_bin_distributions.npz,45776e7dd9e0652305e83e7d618f0367691d96ebf4d79a1455da9ef06d9c152f
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m024,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m024/analysis_stage0_v2/fixed_bin_distributions.npz,43b8a7ed0b09cbae8fe82bb4be936041e6791396ebd3ebfe99a1f92ef0832964
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m025,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m025/analysis_stage0_v2/fixed_bin_distributions.npz,fabc6647917af01cb564d04f22394b9b1fc5cb7a533e244c9141b3a90659938e
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m026,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m026/analysis_stage0_v2/fixed_bin_distributions.npz,6f1fd3606aa38c650d71b418eed517c047bc88bb97cb6cc594339405e7b329fc
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m027,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m027/analysis_stage0_v2/fixed_bin_distributions.npz,df74c3ee17f8b66c623ddec3671314245ee95cf5ae7c956c6acf17bff3730b09
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m028,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m028/analysis_stage0_v2/fixed_bin_distributions.npz,2f1cc91a0271ee41bb427577e8d6691bd286166314d8cfa33764c34ff3b12e80
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m029,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m029/analysis_stage0_v2/fixed_bin_distributions.npz,b5cacb9576cadb41d715e29ed29ef5b11f07037c9576cc2741711ed54ddc1e79
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m030,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m030/analysis_stage0_v2/fixed_bin_distributions.npz,914b308d5bd1c28c3e1bb3b4644cff043e91117a51f0ee90f9098693c0b6aeb3
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m031,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m031/analysis_stage0_v2/fixed_bin_distributions.npz,4a3eeae55e0d907f8e4ec2aa4cb248ef7bad3982341ad9d5432e8b90fc6a6563
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m032,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m032/analysis_stage0_v2/fixed_bin_distributions.npz,dd0573425d0ebbc1dddf5f413d1e619e8b39dcf8a3a2fd2a8faac4665e13a904
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m033,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m033/analysis_stage0_v2/fixed_bin_distributions.npz,f08f74238bf03d1080826593369ab51123c43853700d9fc664b29bc5a9b988c2
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m034,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m034/analysis_stage0_v2/fixed_bin_distributions.npz,1552aa50d42d09c8479d788c7f48b90be8177a3e24ccfcc35b9a76a9a31c24c4
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m035,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m035/analysis_stage0_v2/fixed_bin_distributions.npz,d3f0321aa4a528d613cfe0d4e19044183bc79219c8df5511c5db93b6e43d6fca
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m036,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m036/analysis_stage0_v2/fixed_bin_distributions.npz,3c4ec3edefa8c9011a2092d126049037038811b954f11ecd783104a699efe1bb
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m037,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m037/analysis_stage0_v2/fixed_bin_distributions.npz,1ac2356b7072dbf9a850e6d6db51c75fd675cac841c0ef10158adcc38c974072
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m038,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m038/analysis_stage0_v2/fixed_bin_distributions.npz,c3cf0e4c3d2ff3d98d7b972c2ae33c01b5304bf026bb6230496cb158525cb35b
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m039,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m039/analysis_stage0_v2/fixed_bin_distributions.npz,726f487f9cf4fadc4e510d2417f473729b13138864ffdb110707c9abda1eef8f
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m040,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m040/analysis_stage0_v2/fixed_bin_distributions.npz,6b324aa69e36120d51be45adfec6b91612a600a2628f77df7129a1531a108cd1
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m041,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m041/analysis_stage0_v2/fixed_bin_distributions.npz,de4bbaae67208b69956800b4225c59b518e2de8c37b1db01ec7446208406b0ef
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m042,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m042/analysis_stage0_v2/fixed_bin_distributions.npz,9156fbec61382301d3603c91c755f8cfba19984ef534782c918ee8339e1569d0
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m043,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m043/analysis_stage0_v2/fixed_bin_distributions.npz,bf2740f43c48a4e020be792f570e793e1ae4ce07fa3ed4d93f58c89f61d4b09f
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m044,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m044/analysis_stage0_v2/fixed_bin_distributions.npz,10c3a1a216a2b8d81d717996b0cec26ed8566fd3d964b51d1f25e6934b9243bd
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m045,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m045/analysis_stage0_v2/fixed_bin_distributions.npz,701bd9774074d74a22446c29c4de60f7d932992ba5929c64156803664c7a296b
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m046,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m046/analysis_stage0_v2/fixed_bin_distributions.npz,e6300734dedcd2b57aa1f1ed18d0aa87f1da78bab0b0aa1f1338174c36556e7c
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m047,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m047/analysis_stage0_v2/fixed_bin_distributions.npz,2c67c3255b203eff309732935eb55a9fe8d3ea9ef2f3dbb45d5160b5d88dad61
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m048,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m048/analysis_stage0_v2/fixed_bin_distributions.npz,5ffe980137640dd6881c13239773113f6440dedf58ee0568907af32f5e55fbe9
golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m049,golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m049/analysis_stage0_v2/fixed_bin_distributions.npz,63b896d25768f81affefd6674390fbd40012f80c360922dca5e74e1c01d67ba8
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m000,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m000/analysis_stage0_v2/fixed_bin_distributions.npz,b1801f441313f299584e68424b320d4939bca345f611e2d208207ea17b08d9e7
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m001,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m001/analysis_stage0_v2/fixed_bin_distributions.npz,79a39b22391a53fb15f95ef57cef12c5a30ebfb01fbf011a82f976c84fc36ccb
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m002,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m002/analysis_stage0_v2/fixed_bin_distributions.npz,367a1abb6ad03fb17174fc9198372eaa3f13d2f2a6d6fdb3778b3e2f477e7daf
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m003,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m003/analysis_stage0_v2/fixed_bin_distributions.npz,6da08cf4f7dbd2e479cc6a175679998432a636272a6c523ceef28bb33aedefe7
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m004,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m004/analysis_stage0_v2/fixed_bin_distributions.npz,c97248085d8a2717e4204dcf82875f44d8181bcd6253cfebd288e1befcc58b32
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m005,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m005/analysis_stage0_v2/fixed_bin_distributions.npz,1094727bd07dd6b2b15d378d87a4e1cd47c17f74cbf75224999efdcf8f0a35a4
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m006,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m006/analysis_stage0_v2/fixed_bin_distributions.npz,ad5b300c268a9986e329715e366fa05ec73260c5a7fcc4d58a68a45a2bd38e6e
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m007,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m007/analysis_stage0_v2/fixed_bin_distributions.npz,9f44ac8e4d118e0aa5e547da913838f70f45090150f288278b59050c88dff8dd
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m008,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m008/analysis_stage0_v2/fixed_bin_distributions.npz,8606432cda7eb995ce5d98a5076ab7a3fc4cfff7af632eee3f87c84d62c6dcd9
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m009,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m009/analysis_stage0_v2/fixed_bin_distributions.npz,2adc41fe7aa80be7467553d26a7a65bfd695545a8a7b328cfab4f822bb7079e0
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m010,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m010/analysis_stage0_v2/fixed_bin_distributions.npz,0263d9cc815b0e2b39989418b1af3f8badc57671e1eb30a3281f2918795fa98f
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m011,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m011/analysis_stage0_v2/fixed_bin_distributions.npz,c25d45c8a3f47f8d72e3ce21a7daf07569d18f0f9a791b21fb607b1ca98e4acb
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m012,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m012/analysis_stage0_v2/fixed_bin_distributions.npz,74613ac8f3240c8fc646f7f4306f01294f40f8a7721a92e75fbc51aa16fb9c39
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m013,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m013/analysis_stage0_v2/fixed_bin_distributions.npz,0f6020f7ef9bf78951f691b8355296e5e557e1cb1d5141967b43b58719191806
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m014,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m014/analysis_stage0_v2/fixed_bin_distributions.npz,b5942c1ce9a3ef21808038cfd6f24113c9fcbb70478dc4d1c8301124ea766aa4
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m015,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m015/analysis_stage0_v2/fixed_bin_distributions.npz,8f8f68a65e8080a6a7863193b89aedf9b6c43d3bea3ba48a710905ecb9a6524d
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m016,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m016/analysis_stage0_v2/fixed_bin_distributions.npz,0fdb23be23dbc5f4776f82ec551fd8154b95b7545171f081c5f62f044254c6f3
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m017,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m017/analysis_stage0_v2/fixed_bin_distributions.npz,61843aca0c73b5df98fc37344f5a6c7800c1306939287172ec09305a78b50d04
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m018,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m018/analysis_stage0_v2/fixed_bin_distributions.npz,580cb7368a005804af128c06dcd4eaf90026c2e86f14fb3f53d7dd200fb9ce66
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m019,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m019/analysis_stage0_v2/fixed_bin_distributions.npz,0f15833460a0305bddb0f71a1598a5481d04adbe0a2a1685564caf102f884d79
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m020,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m020/analysis_stage0_v2/fixed_bin_distributions.npz,3cb995949b702a538c9dedafda9e1a7c69f1e2b4672444c8a115c66263a79e14
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m021,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m021/analysis_stage0_v2/fixed_bin_distributions.npz,7f1b6030305ea0e87c5f69643b584b6ae72d3e4a2d03a20acf43de3285621a4d
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m022,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m022/analysis_stage0_v2/fixed_bin_distributions.npz,4748e7fb83d3df8334371cf5f102d6d263a5c61675d265c469e4502ca779ab3d
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m023,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m023/analysis_stage0_v2/fixed_bin_distributions.npz,48baa95f38e87851522eda4204307aabce79be24b4fba188e8bbb2e566e5657f
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m024,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m024/analysis_stage0_v2/fixed_bin_distributions.npz,0396c58500ce94b776b9e78102864bba90ebd631375cd328adc90432ab2032b4
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m025,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m025/analysis_stage0_v2/fixed_bin_distributions.npz,3b73b0ab20ddbfd809a54e716993a75b8e1976fe36216c8702fb8eca8d057b81
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m026,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m026/analysis_stage0_v2/fixed_bin_distributions.npz,34662faccff59ac3644f69ab19ff64c3b04d69b0deb159f355e35220254e9ce0
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m027,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m027/analysis_stage0_v2/fixed_bin_distributions.npz,45fc393d25b57184db8f4db9b33e8af78e7f39d4a1af1f94cc1296959f72adf0
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m028,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m028/analysis_stage0_v2/fixed_bin_distributions.npz,e2115060d946e81d660431f69fb19574f93c0c8793dcd0ff3e842f663c51d2b5
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m029,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m029/analysis_stage0_v2/fixed_bin_distributions.npz,c206331f8d122d59a7aadd57037b73c9de3018ae49501de7ba6cd4ace99f7611
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m030,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m030/analysis_stage0_v2/fixed_bin_distributions.npz,4a1b80a74be92128e2cfae1ac26786585eeb3eb0739246f039bfa9aa0bc9a66b
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m031,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m031/analysis_stage0_v2/fixed_bin_distributions.npz,89872933cb6d03a73a6bf8f1098554264e8b164ffd67c1b44774c5d73269ef1b
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m032,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m032/analysis_stage0_v2/fixed_bin_distributions.npz,48f87005deadc8aadf22e0b0ddd7f56fb02ccb919f6b8ce3b08b520c5c37aa96
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m033,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m033/analysis_stage0_v2/fixed_bin_distributions.npz,6d145f79d6a9fc827a236bd128c2098841585c7df64b05f9803e3e04485789b0
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m034,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m034/analysis_stage0_v2/fixed_bin_distributions.npz,f0a946b41fc43db86917eafc1e776c92b22db37b47dac15e981dedac064fe3ce
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m035,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m035/analysis_stage0_v2/fixed_bin_distributions.npz,269ee38aad8b500d9c1a73577889d2f50cdb535c8b18b9c2f3a3ad63079e5fbf
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m036,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m036/analysis_stage0_v2/fixed_bin_distributions.npz,188e4566d091038e492b8a530814305e30f8e111ab89d1b26dd7c570da33a1c3
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m037,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m037/analysis_stage0_v2/fixed_bin_distributions.npz,c32c9e8380260480ff67309ab089a27d3c39499b801728164fd3940ef412111e
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m038,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m038/analysis_stage0_v2/fixed_bin_distributions.npz,7987a65acefe7d1dd0062b1b4ac5daf41c72fc31f430ba09ff8f6ab25903023c
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m039,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m039/analysis_stage0_v2/fixed_bin_distributions.npz,6ce403c0ee1490106d7033e218eda302277abf85719ac7fdd14221d41fc097c6
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m040,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m040/analysis_stage0_v2/fixed_bin_distributions.npz,0ea075304cff36cf867268699bfa6d62c533aa4a49419575ec690dd215026fff
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m041,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m041/analysis_stage0_v2/fixed_bin_distributions.npz,e24775a144333fd0c552ee27eabede0a2eba811fe49827aa566fc92060cf2d43
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m042,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m042/analysis_stage0_v2/fixed_bin_distributions.npz,4276f2a7cf2ecd4ff212f2af8ce0a04421c73b931b000e30d2c947b80f5923d4
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m043,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m043/analysis_stage0_v2/fixed_bin_distributions.npz,0b1bd0ead2886764ac5c08951c3c40e553df2f4967194b89908fddde3cbe5f9e
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m044,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m044/analysis_stage0_v2/fixed_bin_distributions.npz,040aae307fdd8e5120b5d1ea1470d317c95e23a335ef28ff6fae0c047de5f60b
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m045,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m045/analysis_stage0_v2/fixed_bin_distributions.npz,0e99b232c71c2e902d2b660600793cb10c55194dd3eb3d72ddb9d8b938490e78
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m046,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m046/analysis_stage0_v2/fixed_bin_distributions.npz,8b424dde106f6b82b16293e1c5cc8759c9d5087aab645a26786f9e874bfbfbff
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m047,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m047/analysis_stage0_v2/fixed_bin_distributions.npz,b50002ff0947ed2620791d3d78bee20867a01ef7a1ac6e05fe3b2a0e2b0ca2e6
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m048,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m048/analysis_stage0_v2/fixed_bin_distributions.npz,f0f374e1553a9aafc9ac4de84ce1413cd5e0b946e2ef55bd460cecc0e894e814
golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m049,golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m049/analysis_stage0_v2/fixed_bin_distributions.npz,ed88b27edfbc0750529b3741d64713cab5bcc77f28e20e65424b64292275c59a
