case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
12	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m012	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	12	not_applicable	15535028385399854742	golovin_fixed50_extended_N004096_v1
13	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m013	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	13	not_applicable	8855132476925112230	golovin_fixed50_extended_N004096_v1
14	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m014	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	14	not_applicable	1294412014270794163	golovin_fixed50_extended_N004096_v1
15	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m015	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	15	not_applicable	11710185108685380236	golovin_fixed50_extended_N004096_v1
16	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m016	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	16	not_applicable	15369643069153689814	golovin_fixed50_extended_N004096_v1
17	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m017	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	17	not_applicable	2244718425609317475	golovin_fixed50_extended_N004096_v1
18	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m018	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	18	not_applicable	4895341684238566665	golovin_fixed50_extended_N004096_v1
19	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m019	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	19	not_applicable	3471418653233903340	golovin_fixed50_extended_N004096_v1
20	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m020	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	20	not_applicable	13485690562139386416	golovin_fixed50_extended_N004096_v1
21	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m021	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	21	not_applicable	5546457945046689010	golovin_fixed50_extended_N004096_v1
22	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m022	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	22	not_applicable	14566308647128915821	golovin_fixed50_extended_N004096_v1
23	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m023	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	23	not_applicable	8520564036830922155	golovin_fixed50_extended_N004096_v1
24	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m024	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	24	not_applicable	4440072815583003537	golovin_fixed50_extended_N004096_v1
25	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m025	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	25	not_applicable	510806955840218787	golovin_fixed50_extended_N004096_v1
26	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m026	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	26	not_applicable	14587926284877347501	golovin_fixed50_extended_N004096_v1
27	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m027	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	27	not_applicable	16713091813376009825	golovin_fixed50_extended_N004096_v1
28	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m028	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	28	not_applicable	17060215013715808684	golovin_fixed50_extended_N004096_v1
29	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m029	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	29	not_applicable	693751958510520992	golovin_fixed50_extended_N004096_v1
30	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m030	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	30	not_applicable	6346056341304774612	golovin_fixed50_extended_N004096_v1
31	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m031	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	31	not_applicable	12085745963305987005	golovin_fixed50_extended_N004096_v1
32	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m032	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	32	not_applicable	12473166422133546161	golovin_fixed50_extended_N004096_v1
33	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m033	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	33	not_applicable	8243433904919711483	golovin_fixed50_extended_N004096_v1
34	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m034	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	34	not_applicable	10202766634113669266	golovin_fixed50_extended_N004096_v1
35	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m035	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	35	not_applicable	6369740795736515575	golovin_fixed50_extended_N004096_v1
36	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m036	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	36	not_applicable	13078196594412458928	golovin_fixed50_extended_N004096_v1
37	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m037	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	37	not_applicable	18146176670886127000	golovin_fixed50_extended_N004096_v1
38	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m038	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	38	not_applicable	8445733109823099535	golovin_fixed50_extended_N004096_v1
39	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m039	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	39	not_applicable	14153594394619826383	golovin_fixed50_extended_N004096_v1
40	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m040	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	40	not_applicable	7576497094873744482	golovin_fixed50_extended_N004096_v1
41	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m041	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	41	not_applicable	18220713510992543917	golovin_fixed50_extended_N004096_v1
42	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m042	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	42	not_applicable	4757282410519051060	golovin_fixed50_extended_N004096_v1
43	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m043	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	43	not_applicable	15044435523158403193	golovin_fixed50_extended_N004096_v1
44	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m044	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	44	not_applicable	18007327228119437686	golovin_fixed50_extended_N004096_v1
45	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m045	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	45	not_applicable	12656145116572885923	golovin_fixed50_extended_N004096_v1
46	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m046	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	46	not_applicable	5948997545010801808	golovin_fixed50_extended_N004096_v1
47	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m047	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	47	not_applicable	6620175583045088661	golovin_fixed50_extended_N004096_v1
48	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m048	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	48	not_applicable	16962957170608238170	golovin_fixed50_extended_N004096_v1
49	golovin_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m049	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	4096	0.1	300.0	3600.0	1	49	not_applicable	5688804727959204695	golovin_fixed50_extended_N004096_v1
50	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m000	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	0	not_applicable	347117171565605676	golovin_fixed50_extended_N008192_v1
51	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m001	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	1	not_applicable	2521724225271477303	golovin_fixed50_extended_N008192_v1
52	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m002	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	2	not_applicable	3165443171997614964	golovin_fixed50_extended_N008192_v1
53	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m003	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	3	not_applicable	4908680263860981937	golovin_fixed50_extended_N008192_v1
54	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m004	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	4	not_applicable	8592294487676474240	golovin_fixed50_extended_N008192_v1
55	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m005	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	5	not_applicable	14080016714996352675	golovin_fixed50_extended_N008192_v1
56	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m006	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	6	not_applicable	9709199483643167327	golovin_fixed50_extended_N008192_v1
57	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m007	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	7	not_applicable	7906345550721303510	golovin_fixed50_extended_N008192_v1
58	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m008	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	8	not_applicable	6464867589916620262	golovin_fixed50_extended_N008192_v1
59	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m009	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	9	not_applicable	1799827505970016512	golovin_fixed50_extended_N008192_v1
60	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m010	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	10	not_applicable	3412684305496616958	golovin_fixed50_extended_N008192_v1
61	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m011	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	11	not_applicable	2797561212367046014	golovin_fixed50_extended_N008192_v1
62	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m012	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	12	not_applicable	15763899594511928235	golovin_fixed50_extended_N008192_v1
63	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m013	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	13	not_applicable	18239892804247151006	golovin_fixed50_extended_N008192_v1
64	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m014	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	14	not_applicable	17102070563107282091	golovin_fixed50_extended_N008192_v1
65	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m015	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	15	not_applicable	6435081886431983816	golovin_fixed50_extended_N008192_v1
66	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m016	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	16	not_applicable	4725322734014307058	golovin_fixed50_extended_N008192_v1
67	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m017	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	17	not_applicable	11546253753896749629	golovin_fixed50_extended_N008192_v1
68	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m018	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	18	not_applicable	3095315290620759043	golovin_fixed50_extended_N008192_v1
69	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m019	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	19	not_applicable	8378324175846099489	golovin_fixed50_extended_N008192_v1
70	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m020	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	20	not_applicable	4665821239352824273	golovin_fixed50_extended_N008192_v1
71	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m021	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	21	not_applicable	14892939731190570527	golovin_fixed50_extended_N008192_v1
72	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m022	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	22	not_applicable	16330635444942504916	golovin_fixed50_extended_N008192_v1
73	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m023	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	23	not_applicable	17210025896744573020	golovin_fixed50_extended_N008192_v1
74	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m024	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	24	not_applicable	4571503402153044758	golovin_fixed50_extended_N008192_v1
75	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m025	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	25	not_applicable	10723438845599780647	golovin_fixed50_extended_N008192_v1
76	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m026	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	26	not_applicable	15335139263259041527	golovin_fixed50_extended_N008192_v1
77	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m027	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	27	not_applicable	13008368334509330299	golovin_fixed50_extended_N008192_v1
78	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m028	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	28	not_applicable	7455182070709438040	golovin_fixed50_extended_N008192_v1
79	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m029	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	29	not_applicable	3894474991722800960	golovin_fixed50_extended_N008192_v1
80	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m030	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	30	not_applicable	16841799446481930647	golovin_fixed50_extended_N008192_v1
81	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m031	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	31	not_applicable	5135575648441472339	golovin_fixed50_extended_N008192_v1
82	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m032	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	32	not_applicable	8123953563248506499	golovin_fixed50_extended_N008192_v1
83	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m033	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	33	not_applicable	14465708237883217560	golovin_fixed50_extended_N008192_v1
84	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m034	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	34	not_applicable	3890946254820902955	golovin_fixed50_extended_N008192_v1
85	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m035	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	35	not_applicable	9653576894523116350	golovin_fixed50_extended_N008192_v1
86	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m036	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	36	not_applicable	9041787149561035965	golovin_fixed50_extended_N008192_v1
87	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m037	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	37	not_applicable	518964725975251139	golovin_fixed50_extended_N008192_v1
88	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m038	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	38	not_applicable	746320663017384972	golovin_fixed50_extended_N008192_v1
89	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m039	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	39	not_applicable	858454537246668868	golovin_fixed50_extended_N008192_v1
90	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m040	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	40	not_applicable	6051245703229750335	golovin_fixed50_extended_N008192_v1
91	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m041	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	41	not_applicable	9673929662783893873	golovin_fixed50_extended_N008192_v1
92	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m042	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	42	not_applicable	4293694423679481275	golovin_fixed50_extended_N008192_v1
93	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m043	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	43	not_applicable	4521625152759942270	golovin_fixed50_extended_N008192_v1
94	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m044	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	44	not_applicable	3901263688590140019	golovin_fixed50_extended_N008192_v1
95	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m045	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	45	not_applicable	9285121542628642272	golovin_fixed50_extended_N008192_v1
96	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m046	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	46	not_applicable	4575981434913073451	golovin_fixed50_extended_N008192_v1
97	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m047	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	47	not_applicable	13648229973586253056	golovin_fixed50_extended_N008192_v1
98	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m048	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	48	not_applicable	14998243314116925332	golovin_fixed50_extended_N008192_v1
99	golovin_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m049	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	8192	0.1	300.0	3600.0	1	49	not_applicable	9724180376106121302	golovin_fixed50_extended_N008192_v1
100	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m000	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	0	not_applicable	14294365132109960958	golovin_fixed50_extended_N016384_v1
101	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m001	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	1	not_applicable	4225947012803137997	golovin_fixed50_extended_N016384_v1
102	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m002	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	2	not_applicable	7414553973803860590	golovin_fixed50_extended_N016384_v1
103	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m003	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	3	not_applicable	18161131123807123478	golovin_fixed50_extended_N016384_v1
104	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m004	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	4	not_applicable	15244715683384969085	golovin_fixed50_extended_N016384_v1
105	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m005	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	5	not_applicable	6398820697647020562	golovin_fixed50_extended_N016384_v1
106	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m006	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	6	not_applicable	7701225355783712350	golovin_fixed50_extended_N016384_v1
107	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m007	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	7	not_applicable	13525986518671430142	golovin_fixed50_extended_N016384_v1
108	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m008	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	8	not_applicable	4078531263311287428	golovin_fixed50_extended_N016384_v1
109	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m009	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	9	not_applicable	14350137393218026358	golovin_fixed50_extended_N016384_v1
110	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m010	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	10	not_applicable	304756715266581461	golovin_fixed50_extended_N016384_v1
111	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m011	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	11	not_applicable	13170186683232267167	golovin_fixed50_extended_N016384_v1
112	golovin_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m012	golovin_fixed50_extended_resolution_convergence_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	12	not_applicable	14616633741681752942	golovin_fixed50_extended_N016384_v1
