case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
20	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m000	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	0	not_applicable	10614904035535067910	golovin_fixed10_screen_N016384_v1
21	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m001	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	1	not_applicable	2817568514983717868	golovin_fixed10_screen_N016384_v1
22	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m002	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	2	not_applicable	17433982944530085402	golovin_fixed10_screen_N016384_v1
23	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m003	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	3	not_applicable	9536943515608183054	golovin_fixed10_screen_N016384_v1
24	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m004	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	4	not_applicable	14930353201796577530	golovin_fixed10_screen_N016384_v1
25	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m005	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	5	not_applicable	8113242832917257990	golovin_fixed10_screen_N016384_v1
26	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m006	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	6	not_applicable	15827184091433400183	golovin_fixed10_screen_N016384_v1
27	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m007	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	7	not_applicable	4453049281979679282	golovin_fixed10_screen_N016384_v1
28	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m008	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	8	not_applicable	4037533177686188227	golovin_fixed10_screen_N016384_v1
29	golovin_fixed10_high_resolution_screen_v1_N016384_dt0p1_m009	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	16384	0.1	300.0	3600.0	1	9	not_applicable	15009733933327066456	golovin_fixed10_screen_N016384_v1
30	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m000	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	0	not_applicable	6886327309546698320	golovin_fixed10_screen_N032768_v1
31	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m001	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	1	not_applicable	5612337251027278012	golovin_fixed10_screen_N032768_v1
32	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m002	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	2	not_applicable	13702993752763521949	golovin_fixed10_screen_N032768_v1
33	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m003	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	3	not_applicable	10835221405269282531	golovin_fixed10_screen_N032768_v1
34	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m004	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	4	not_applicable	8859671815274839454	golovin_fixed10_screen_N032768_v1
35	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m005	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	5	not_applicable	4187502619166041428	golovin_fixed10_screen_N032768_v1
36	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m006	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	6	not_applicable	9049809085156218676	golovin_fixed10_screen_N032768_v1
37	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m007	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	7	not_applicable	6737261861390959526	golovin_fixed10_screen_N032768_v1
38	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m008	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	8	not_applicable	8491839314720697837	golovin_fixed10_screen_N032768_v1
39	golovin_fixed10_high_resolution_screen_v1_N032768_dt0p1_m009	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	32768	0.1	300.0	3600.0	1	9	not_applicable	3173752805303693940	golovin_fixed10_screen_N032768_v1
40	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m000	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	0	not_applicable	10261808824350707463	golovin_fixed10_screen_N065536_v1
41	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m001	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	1	not_applicable	5312700452306666186	golovin_fixed10_screen_N065536_v1
42	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m002	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	2	not_applicable	972929698250496671	golovin_fixed10_screen_N065536_v1
43	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m003	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	3	not_applicable	904389401467943331	golovin_fixed10_screen_N065536_v1
44	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m004	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	4	not_applicable	186891203608216726	golovin_fixed10_screen_N065536_v1
45	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m005	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	5	not_applicable	7692923587279384833	golovin_fixed10_screen_N065536_v1
46	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m006	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	6	not_applicable	2637610796720885971	golovin_fixed10_screen_N065536_v1
47	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m007	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	7	not_applicable	3092249716810450214	golovin_fixed10_screen_N065536_v1
48	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m008	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	8	not_applicable	16726029990232753538	golovin_fixed10_screen_N065536_v1
49	golovin_fixed10_high_resolution_screen_v1_N065536_dt0p1_m009	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	9	not_applicable	15405011136620632112	golovin_fixed10_screen_N065536_v1
50	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m000	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	0	not_applicable	3383822245681099016	golovin_fixed10_screen_N131072_v1
51	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m001	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	1	not_applicable	8992511999815375977	golovin_fixed10_screen_N131072_v1
52	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m002	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	2	not_applicable	5309488165208163021	golovin_fixed10_screen_N131072_v1
53	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m003	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	3	not_applicable	15304275567831632927	golovin_fixed10_screen_N131072_v1
54	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m004	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	4	not_applicable	3800311063049777242	golovin_fixed10_screen_N131072_v1
55	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m005	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	5	not_applicable	16637270029681146350	golovin_fixed10_screen_N131072_v1
56	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m006	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	6	not_applicable	17498563458907042329	golovin_fixed10_screen_N131072_v1
57	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m007	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	7	not_applicable	3970095859554605096	golovin_fixed10_screen_N131072_v1
58	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m008	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	8	not_applicable	5610576775829973240	golovin_fixed10_screen_N131072_v1
59	golovin_fixed10_high_resolution_screen_v1_N131072_dt0p1_m009	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	9	not_applicable	8870552146046901439	golovin_fixed10_screen_N131072_v1
60	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m000	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	0	not_applicable	10936669912513065204	golovin_fixed10_screen_N262144_v1
61	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m001	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	1	not_applicable	11529045691049853111	golovin_fixed10_screen_N262144_v1
62	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m002	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	2	not_applicable	4520715501858298835	golovin_fixed10_screen_N262144_v1
63	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m003	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	3	not_applicable	12333827960366182472	golovin_fixed10_screen_N262144_v1
64	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m004	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	4	not_applicable	4287484116955610364	golovin_fixed10_screen_N262144_v1
65	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m005	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	5	not_applicable	14691504938972242665	golovin_fixed10_screen_N262144_v1
66	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m006	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	6	not_applicable	14962381882485795484	golovin_fixed10_screen_N262144_v1
67	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m007	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	7	not_applicable	15490013098900395847	golovin_fixed10_screen_N262144_v1
68	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m008	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	8	not_applicable	16172183063593141902	golovin_fixed10_screen_N262144_v1
69	golovin_fixed10_high_resolution_screen_v1_N262144_dt0p1_m009	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	262144	0.1	300.0	3600.0	1	9	not_applicable	5347621730899721850	golovin_fixed10_screen_N262144_v1
70	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m000	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	0	not_applicable	9680733442822714116	golovin_fixed10_screen_N524288_v1
71	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m001	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	1	not_applicable	8689576571759596680	golovin_fixed10_screen_N524288_v1
72	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m002	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	2	not_applicable	4335350485453627165	golovin_fixed10_screen_N524288_v1
73	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m003	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	3	not_applicable	12613657005959799055	golovin_fixed10_screen_N524288_v1
74	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m004	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	4	not_applicable	13359144572868826955	golovin_fixed10_screen_N524288_v1
75	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m005	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	5	not_applicable	16111709521205794674	golovin_fixed10_screen_N524288_v1
76	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m006	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	6	not_applicable	8705796972172998852	golovin_fixed10_screen_N524288_v1
77	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m007	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	7	not_applicable	474830951288891111	golovin_fixed10_screen_N524288_v1
78	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m008	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	8	not_applicable	14154960171183659029	golovin_fixed10_screen_N524288_v1
79	golovin_fixed10_high_resolution_screen_v1_N524288_dt0p1_m009	golovin_fixed10_high_resolution_screen_v1	controlled	golovin	524288	0.1	300.0	3600.0	1	9	not_applicable	18328702016645381158	golovin_fixed10_screen_N524288_v1
