case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
16	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m016	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	16	2262608920	15369643069153689814	not_applicable
17	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m017	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	17	96342770	2244718425609317475	not_applicable
18	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m018	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	18	766535665	4895341684238566665	not_applicable
19	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m019	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	19	1711938757	3471418653233903340	not_applicable
20	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m020	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	20	943273968	13485690562139386416	not_applicable
21	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m021	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	21	1648300091	5546457945046689010	not_applicable
22	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m022	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	22	2290918735	14566308647128915821	not_applicable
23	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m023	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	23	337560280	8520564036830922155	not_applicable
24	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m024	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	24	3824194807	4440072815583003537	not_applicable
25	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m025	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	25	553655317	510806955840218787	not_applicable
26	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m026	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	26	1041324493	14587926284877347501	not_applicable
27	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m027	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	27	3761633833	16713091813376009825	not_applicable
28	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m028	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	28	4145389202	17060215013715808684	not_applicable
29	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m029	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	29	333856867	693751958510520992	not_applicable
30	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m030	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	30	2564296345	6346056341304774612	not_applicable
31	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m031	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	31	4132112063	12085745963305987005	not_applicable
32	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m032	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	32	3127752348	12473166422133546161	not_applicable
33	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m033	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	33	1020368851	8243433904919711483	not_applicable
34	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m034	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	34	671774546	10202766634113669266	not_applicable
35	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m035	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	35	1981323916	6369740795736515575	not_applicable
36	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m036	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	36	2799187322	13078196594412458928	not_applicable
37	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m037	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	37	2830565044	18146176670886127000	not_applicable
38	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m038	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	38	266603457	8445733109823099535	not_applicable
39	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m039	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	39	482076541	14153594394619826383	not_applicable
40	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m040	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	40	1925029472	7576497094873744482	not_applicable
41	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m041	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	41	3713644609	18220713510992543917	not_applicable
42	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m042	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	42	2069672483	4757282410519051060	not_applicable
43	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m043	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	43	948300651	15044435523158403193	not_applicable
44	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m044	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	44	3516389455	18007327228119437686	not_applicable
45	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m045	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	45	2745335775	12656145116572885923	not_applicable
46	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m046	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	46	718848629	5948997545010801808	not_applicable
47	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m047	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	47	2760634805	6620175583045088661	not_applicable
48	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m048	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	48	3582571627	16962957170608238170	not_applicable
49	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N004096_dt0p1_m049	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	4096	0.1	600.0	3600.0	1	49	1782559278	5688804727959204695	not_applicable
50	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m000	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	0	1821195794	347117171565605676	not_applicable
51	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m001	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	1	867870630	2521724225271477303	not_applicable
52	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m002	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	2	1301732661	3165443171997614964	not_applicable
53	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m003	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	3	567583170	4908680263860981937	not_applicable
54	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m004	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	4	2298889969	8592294487676474240	not_applicable
55	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m005	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	5	1775155819	14080016714996352675	not_applicable
56	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m006	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	6	2189963732	9709199483643167327	not_applicable
57	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m007	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	7	3313824743	7906345550721303510	not_applicable
58	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m008	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	8	3611762385	6464867589916620262	not_applicable
59	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m009	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	9	3245425476	1799827505970016512	not_applicable
60	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m010	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	10	3002236712	3412684305496616958	not_applicable
61	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m011	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	11	3359087101	2797561212367046014	not_applicable
62	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m012	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	12	4075372713	15763899594511928235	not_applicable
63	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m013	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	13	70404551	18239892804247151006	not_applicable
64	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m014	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	14	1852453929	17102070563107282091	not_applicable
65	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m015	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	15	1546787585	6435081886431983816	not_applicable
66	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m016	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	16	274472088	4725322734014307058	not_applicable
67	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m017	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	17	434782543	11546253753896749629	not_applicable
68	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m018	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	18	179422992	3095315290620759043	not_applicable
69	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m019	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	19	910366490	8378324175846099489	not_applicable
70	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m020	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	20	3366795249	4665821239352824273	not_applicable
71	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m021	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	21	354831906	14892939731190570527	not_applicable
72	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m022	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	22	2827686699	16330635444942504916	not_applicable
73	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m023	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	23	1732886659	17210025896744573020	not_applicable
74	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m024	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	24	802021859	4571503402153044758	not_applicable
75	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m025	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	25	2563970460	10723438845599780647	not_applicable
76	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m026	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	26	1801327793	15335139263259041527	not_applicable
77	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m027	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	27	160656701	13008368334509330299	not_applicable
78	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m028	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	28	885503009	7455182070709438040	not_applicable
79	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m029	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	29	3010210538	3894474991722800960	not_applicable
80	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m030	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	30	1424288081	16841799446481930647	not_applicable
81	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m031	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	31	2164752656	5135575648441472339	not_applicable
82	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m032	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	32	1307425929	8123953563248506499	not_applicable
83	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m033	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	33	2236274470	14465708237883217560	not_applicable
84	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m034	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	34	4094465820	3890946254820902955	not_applicable
85	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m035	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	35	3819052855	9653576894523116350	not_applicable
86	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m036	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	36	1161603241	9041787149561035965	not_applicable
87	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m037	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	37	3506619200	518964725975251139	not_applicable
88	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m038	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	38	2255633444	746320663017384972	not_applicable
89	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m039	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	39	2705644991	858454537246668868	not_applicable
90	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m040	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	40	3531102650	6051245703229750335	not_applicable
91	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m041	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	41	3138213205	9673929662783893873	not_applicable
92	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m042	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	42	3924442286	4293694423679481275	not_applicable
93	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m043	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	43	2090331014	4521625152759942270	not_applicable
94	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m044	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	44	356810042	3901263688590140019	not_applicable
95	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m045	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	45	2456759455	9285121542628642272	not_applicable
96	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m046	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	46	274514692	4575981434913073451	not_applicable
97	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m047	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	47	1736025023	13648229973586253056	not_applicable
98	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m048	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	48	272132209	14998243314116925332	not_applicable
99	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N008192_dt0p1_m049	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	8192	0.1	600.0	3600.0	1	49	1940795814	9724180376106121302	not_applicable
100	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m000	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	0	2627858141	14294365132109960958	not_applicable
101	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m001	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	1	4036574951	4225947012803137997	not_applicable
102	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m002	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	2	2144706985	7414553973803860590	not_applicable
103	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m003	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	3	2341635441	18161131123807123478	not_applicable
104	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m004	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	4	1575306879	15244715683384969085	not_applicable
105	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m005	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	5	3894234257	6398820697647020562	not_applicable
106	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m006	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	6	1871584294	7701225355783712350	not_applicable
107	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m007	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	7	1898172435	13525986518671430142	not_applicable
108	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m008	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	8	3981070426	4078531263311287428	not_applicable
109	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m009	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	9	456361585	14350137393218026358	not_applicable
110	golovin_unfrozen_fixed50_extended_resolution_convergence_v1_N016384_dt0p1_m010	golovin_unfrozen_fixed50_extended_resolution_convergence_v1	operational_stochastic	golovin	16384	0.1	600.0	3600.0	1	10	2597290515	304756715266581461	not_applicable
